tweet_id,retweet_count,favorite_count
667453023279554560,83,296
667443425659232256,541,739
667437278097252352,222,424
667435689202614272,79,291
667405339315146752,211,441
667393430834667520,52,184
667369227918143488,152,346
667211855547486208,224,459
667200525029539841,245,581
667192066997374976,92,361
667188689915760640,370,705
667182792070062081,5743,13496
667177989038297088,51,178
667176164155375616,425,576
667174963120574464,72,232
667171260800061440,77,207
667165590075940865,1050,2536
667160273090932737,57,241
667152164079423490,15785,45047
667138269671505920,2035,4319
667119796878725120,121,312
667090893657276420,117,315
667073648344346624,109,376
667070482143944705,13,78
667065535570550784,41,160
667062181243039745,48,207
667044094246576128,46,175
667012601033924608,209,423
666996132027977728,83,227
666983947667116034,910,2395
666837028449972224,512,759
666835007768551424,74,200
666826780179869698,85,238
666817836334096384,235,479
666804364988780544,84,219
666786068205871104,449,708
666781792255496192,177,362
666776908487630848,158,323
666739327293083650,60,221
666701168228331520,202,403
666691418707132416,45,175
666649482315059201,576,1050
666644823164719104,75,220
666454714377183233,198,482
666447344410484738,18,97
666437273139982337,42,115
666435652385423360,46,154
666430724426358785,175,292
666428276349472768,74,152
666421158376562688,104,294
666418789513326592,41,111
666411507551481857,291,405
666407126856765440,32,98
666396247373291520,73,156
666373753744588802,81,171
666362758909284353,510,714
666353288456101888,64,196
666345417576210432,128,273
666337882303524864,83,180
666293911632134144,314,460
666287406224695296,60,135
666273097616637952,70,159
666268910803644416,32,95
666104133288665088,5907,13485
666102155909144576,11,70
666099513787052032,58,142
666094000022159362,66,154
666082916733198337,41,102
666073100786774016,144,292
666071193221509120,52,135
666063827256086533,195,445
666058600524156928,52,105
666057090499244032,123,267
666055525042405380,217,407
666051853826850816,764,1112
666050758794694657,51,124
666049248165822465,40,96
666044226329800704,130,266
666033412701032449,41,111
666029285002620928,42,120
666020888022790149,458,2383
